command,mean,stddev,median,user,system,min,max
gia intersect -a data/random_a_50000.bed -b data/random_b_50000.bed -o /dev/null,0.01294090486666667,0.00019487006744324127,0.012936516200000001,0.011677653333333335,0.0008712066666666667,0.012748266200000002,0.013137932200000002
gia intersect -S -a data/random_a_50000.bed -b data/random_b_50000.bed -o /dev/null,0.010481946533333335,0.00014133783126372564,0.010483224200000002,0.009580986666666666,0.0006152066666666665,0.010339974200000001,0.010622641200000001
bedtools intersect -a data/random_a_50000.bed -b data/random_b_50000.bed > /dev/null,0.03597500253333333,0.0003577903056209524,0.0361537662,0.03318832,0.00213954,0.0355630582,0.0362081832
bedtools intersect -a data/random_a_50000.bed -b data/random_b_50000.bed -sorted > /dev/null,0.022505821533333335,0.000170245628200353,0.022462724200000003,0.020712320000000003,0.0012882066666666664,0.022361266200000004,0.0226934742
bedops -i data/random_a_50000.bed data/random_b_50000.bed > /dev/null,0.025065349200000003,0.00010419960539272613,0.025042307200000002,0.023103653333333335,0.0014905399999999996,0.024974599200000003,0.0251791412
