command,mean,stddev,median,user,system,min,max
gia intersect -S -a data/random_a_500.bed -b data/random_b_500.bed -o /dev/null,0.0014074181866666664,0.00006039424472856104,0.00137286252,0.0006454999999999999,0.0004863400000000002,0.0013722375199999998,0.0014771545199999997
bedops -i data/random_a_500.bed data/random_b_500.bed > /dev/null,0.002705626186666666,0.000029292647291314055,0.00271673752,0.0011441666666666666,0.001229006666666667,0.00267240352,0.0027277375199999997
